Date,Site ID,Local Site Name,AQS Parameter Description,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name_ozone,AQS Parameter Description_ozone,Daily Max 8-hour Ozone Concentration,Units_ozone,Daily AQI Value_ozone,Local Site Name_so2,AQS Parameter Description_so2,Daily Max 1-hour SO2 Concentration,Units_so2,Daily AQI Value_so2,Local Site Name_no2,AQS Parameter Description_no2,Daily Max 1-hour NO2 Concentration,Units_no2,Daily AQI Value_no2,Local Site Name_co,Site Latitude,Site Longitude,AQS Parameter Description_co,Daily Max 8-hour CO Concentration,Units_co,Daily AQI Value_co,Local Site Name_pm10,AQS Parameter Description_pm10,Daily Mean PM10 Concentration,Units_pm10,Daily AQI Value_pm10,Local Site Name_pb,AQS Parameter Description_pb,Daily Mean Pb Concentration,Units_pb,Daily AQI Value_pb
07/23/2023,261470005,Port Huron,PM2.5 - Local Conditions,13.1,ug/m3 LC,58,Port Huron,Ozone,0.054,ppm,50.0,Port Huron,Sulfur dioxide,4.8,ppb,6.0,,,,,,,,,,,,,,,,,,,,,,
07/24/2023,261470005,Port Huron,PM2.5 - Local Conditions,14.5,ug/m3 LC,61,Port Huron,Ozone,0.056,ppm,54.0,Port Huron,Sulfur dioxide,2.3,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
07/25/2023,261470005,Port Huron,PM2.5 - Local Conditions,33.2,ug/m3 LC,96,Port Huron,Ozone,0.062,ppm,74.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
07/26/2023,261470005,Port Huron,PM2.5 - Local Conditions,28.6,ug/m3 LC,87,Port Huron,Ozone,0.057,ppm,58.0,Port Huron,Sulfur dioxide,5.8,ppb,7.0,,,,,,,,,,,,,,,,,,,,,,
07/27/2023,261470005,Port Huron,PM2.5 - Local Conditions,20.1,ug/m3 LC,71,Port Huron,Ozone,0.056,ppm,54.0,Port Huron,Sulfur dioxide,4.0,ppb,6.0,,,,,,,,,,,,,,,,,,,,,,
07/28/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.9,ug/m3 LC,56,Port Huron,Ozone,0.053,ppm,49.0,Port Huron,Sulfur dioxide,8.9,ppb,11.0,,,,,,,,,,,,,,,,,,,,,,
07/29/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.2,ug/m3 LC,34,Port Huron,Ozone,0.03,ppm,28.0,Port Huron,Sulfur dioxide,-0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
07/30/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.6,ug/m3 LC,37,Port Huron,Ozone,0.032,ppm,30.0,Port Huron,Sulfur dioxide,-0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
07/31/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.1,ug/m3 LC,53,Port Huron,Ozone,0.032,ppm,30.0,Port Huron,Sulfur dioxide,-0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/01/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.8,ug/m3 LC,52,Port Huron,Ozone,0.032,ppm,30.0,Port Huron,Sulfur dioxide,21.2,ppb,30.0,,,,,,,,,,,,,,,,,,,,,,
08/02/2023,261470005,Port Huron,PM2.5 - Local Conditions,12.0,ug/m3 LC,56,Port Huron,Ozone,0.061,ppm,71.0,Port Huron,Sulfur dioxide,3.9,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
08/03/2023,261470005,Port Huron,PM2.5 - Local Conditions,19.0,ug/m3 LC,69,Port Huron,Ozone,0.074,ppm,112.0,Port Huron,Sulfur dioxide,0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/04/2023,261470005,Port Huron,PM2.5 - Local Conditions,18.2,ug/m3 LC,68,Port Huron,Ozone,0.04,ppm,37.0,Port Huron,Sulfur dioxide,-0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/05/2023,261470005,Port Huron,PM2.5 - Local Conditions,18.7,ug/m3 LC,69,Port Huron,Ozone,0.032,ppm,30.0,Port Huron,Sulfur dioxide,-0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/06/2023,261470005,Port Huron,PM2.5 - Local Conditions,14.6,ug/m3 LC,61,Port Huron,Ozone,0.031,ppm,29.0,Port Huron,Sulfur dioxide,55.8,ppb,75.0,,,,,,,,,,,,,,,,,,,,,,
08/07/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.4,ug/m3 LC,30,Port Huron,Ozone,0.036,ppm,33.0,Port Huron,Sulfur dioxide,0.4,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/08/2023,261470005,Port Huron,PM2.5 - Local Conditions,12.0,ug/m3 LC,56,Port Huron,Ozone,0.038,ppm,35.0,Port Huron,Sulfur dioxide,-0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/09/2023,261470005,Port Huron,PM2.5 - Local Conditions,16.9,ug/m3 LC,66,Port Huron,Ozone,0.057,ppm,58.0,Port Huron,Sulfur dioxide,-0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/10/2023,261470005,Port Huron,PM2.5 - Local Conditions,17.0,ug/m3 LC,66,Port Huron,Ozone,0.049,ppm,45.0,Port Huron,Sulfur dioxide,-0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/11/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.2,ug/m3 LC,46,Port Huron,Ozone,0.042,ppm,39.0,Port Huron,Sulfur dioxide,5.9,ppb,7.0,,,,,,,,,,,,,,,,,,,,,,
08/12/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.0,ug/m3 LC,33,Port Huron,Ozone,0.041,ppm,38.0,Port Huron,Sulfur dioxide,2.1,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
08/13/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.6,ug/m3 LC,20,Port Huron,Ozone,0.028,ppm,26.0,Port Huron,Sulfur dioxide,-0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/14/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.3,ug/m3 LC,35,Port Huron,Ozone,0.027,ppm,25.0,Port Huron,Sulfur dioxide,2.9,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
08/15/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.9,ug/m3 LC,52,Port Huron,Ozone,0.029,ppm,27.0,Port Huron,Sulfur dioxide,3.9,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
08/16/2023,261470005,Port Huron,PM2.5 - Local Conditions,17.7,ug/m3 LC,67,Port Huron,Ozone,0.049,ppm,45.0,Port Huron,Sulfur dioxide,2.2,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
08/17/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.4,ug/m3 LC,55,Port Huron,Ozone,0.043,ppm,40.0,Port Huron,Sulfur dioxide,3.4,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
08/18/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.3,ug/m3 LC,51,Port Huron,Ozone,0.038,ppm,35.0,Port Huron,Sulfur dioxide,-0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/19/2023,261470005,Port Huron,PM2.5 - Local Conditions,17.7,ug/m3 LC,67,Port Huron,Ozone,0.052,ppm,48.0,Port Huron,Sulfur dioxide,2.9,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
08/20/2023,261470005,Port Huron,PM2.5 - Local Conditions,20.5,ug/m3 LC,72,Port Huron,Ozone,0.063,ppm,77.0,Port Huron,Sulfur dioxide,0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/21/2023,261470005,Port Huron,PM2.5 - Local Conditions,12.2,ug/m3 LC,57,Port Huron,Ozone,0.027,ppm,25.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/22/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.9,ug/m3 LC,33,Port Huron,Ozone,0.027,ppm,25.0,Port Huron,Sulfur dioxide,1.6,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
08/23/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.3,ug/m3 LC,41,Port Huron,Ozone,0.033,ppm,31.0,Port Huron,Sulfur dioxide,6.1,ppb,9.0,,,,,,,,,,,,,,,,,,,,,,
08/24/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.0,ug/m3 LC,33,Port Huron,Ozone,0.045,ppm,42.0,Port Huron,Sulfur dioxide,1.3,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
08/25/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.4,ug/m3 LC,36,Port Huron,Ozone,0.034,ppm,31.0,Port Huron,Sulfur dioxide,-0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/26/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.1,ug/m3 LC,34,Port Huron,Ozone,0.032,ppm,30.0,Port Huron,Sulfur dioxide,-0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/27/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.8,ug/m3 LC,27,Port Huron,Ozone,0.03,ppm,28.0,Port Huron,Sulfur dioxide,-0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/28/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.0,ug/m3 LC,33,Port Huron,Ozone,0.036,ppm,33.0,Port Huron,Sulfur dioxide,-0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/29/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.9,ug/m3 LC,52,Port Huron,Ozone,0.062,ppm,74.0,Port Huron,Sulfur dioxide,0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/30/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.4,ug/m3 LC,13,Port Huron,Ozone,0.024,ppm,22.0,Port Huron,Sulfur dioxide,-0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
08/31/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.5,ug/m3 LC,19,Port Huron,Ozone,0.037,ppm,34.0,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/01/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.8,ug/m3 LC,32,Port Huron,Ozone,0.034,ppm,31.0,Port Huron,Sulfur dioxide,4.3,ppb,6.0,,,,,,,,,,,,,,,,,,,,,,
09/02/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.0,ug/m3 LC,44,Port Huron,Ozone,0.048,ppm,44.0,Port Huron,Sulfur dioxide,0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/03/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.3,ug/m3 LC,55,Port Huron,Ozone,0.047,ppm,44.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/04/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.6,ug/m3 LC,52,Port Huron,Ozone,0.045,ppm,42.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/05/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.9,ug/m3 LC,54,Port Huron,Ozone,0.052,ppm,48.0,Port Huron,Sulfur dioxide,2.7,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
09/06/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.1,ug/m3 LC,51,Port Huron,Ozone,0.036,ppm,33.0,Port Huron,Sulfur dioxide,1.8,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
09/07/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.9,ug/m3 LC,44,Port Huron,Ozone,0.025,ppm,23.0,Port Huron,Sulfur dioxide,-0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/08/2023,261470005,Port Huron,PM2.5 - Local Conditions,1.9,ug/m3 LC,11,Port Huron,Ozone,0.024,ppm,22.0,Port Huron,Sulfur dioxide,0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/09/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.7,ug/m3 LC,21,Port Huron,Ozone,0.021,ppm,19.0,Port Huron,Sulfur dioxide,1.0,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
09/10/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.1,ug/m3 LC,28,Port Huron,Ozone,0.026,ppm,24.0,Port Huron,Sulfur dioxide,-0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/11/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.4,ug/m3 LC,41,Port Huron,Ozone,0.037,ppm,34.0,Port Huron,Sulfur dioxide,2.1,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
09/12/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.3,ug/m3 LC,24,Port Huron,Ozone,0.031,ppm,29.0,Port Huron,Sulfur dioxide,-0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/13/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.5,ug/m3 LC,19,Port Huron,Ozone,0.026,ppm,24.0,Port Huron,Sulfur dioxide,-0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/14/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.6,ug/m3 LC,26,Port Huron,Ozone,0.034,ppm,31.0,Port Huron,Sulfur dioxide,-0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/15/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.4,ug/m3 LC,36,Port Huron,Ozone,0.044,ppm,41.0,Port Huron,Sulfur dioxide,5.5,ppb,7.0,,,,,,,,,,,,,,,,,,,,,,
09/16/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.0,ug/m3 LC,53,Port Huron,Ozone,0.05,ppm,46.0,Port Huron,Sulfur dioxide,0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/17/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.0,ug/m3 LC,55,Port Huron,Ozone,0.04,ppm,37.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/18/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.6,ug/m3 LC,31,Port Huron,Ozone,0.022,ppm,20.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/19/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.5,ug/m3 LC,31,Port Huron,Ozone,0.034,ppm,31.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/20/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.0,ug/m3 LC,44,Port Huron,Ozone,0.046,ppm,43.0,Port Huron,Sulfur dioxide,12.1,ppb,17.0,,,,,,,,,,,,,,,,,,,,,,
09/21/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.3,ug/m3 LC,51,Port Huron,Ozone,0.062,ppm,74.0,Port Huron,Sulfur dioxide,7.8,ppb,10.0,,,,,,,,,,,,,,,,,,,,,,
09/22/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.3,ug/m3 LC,51,Port Huron,Ozone,0.046,ppm,43.0,Port Huron,Sulfur dioxide,28.5,ppb,40.0,,,,,,,,,,,,,,,,,,,,,,
09/23/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.8,ug/m3 LC,54,Port Huron,Ozone,0.047,ppm,44.0,Port Huron,Sulfur dioxide,18.4,ppb,26.0,,,,,,,,,,,,,,,,,,,,,,
09/24/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.5,ug/m3 LC,54,Port Huron,Ozone,0.037,ppm,34.0,Port Huron,Sulfur dioxide,10.8,ppb,14.0,,,,,,,,,,,,,,,,,,,,,,
09/25/2023,261470005,Port Huron,PM2.5 - Local Conditions,13.8,ug/m3 LC,60,Port Huron,Ozone,0.037,ppm,34.0,Port Huron,Sulfur dioxide,0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
09/26/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.3,ug/m3 LC,41,Port Huron,Ozone,0.022,ppm,20.0,Port Huron,Sulfur dioxide,36.5,ppb,51.0,,,,,,,,,,,,,,,,,,,,,,
09/27/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.8,ug/m3 LC,43,Port Huron,Ozone,0.025,ppm,23.0,Port Huron,Sulfur dioxide,29.5,ppb,41.0,,,,,,,,,,,,,,,,,,,,,,
09/28/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.9,ug/m3 LC,49,Port Huron,Ozone,0.026,ppm,24.0,Port Huron,Sulfur dioxide,35.3,ppb,50.0,,,,,,,,,,,,,,,,,,,,,,
09/29/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.5,ug/m3 LC,47,Port Huron,Ozone,0.034,ppm,31.0,Port Huron,Sulfur dioxide,14.4,ppb,20.0,,,,,,,,,,,,,,,,,,,,,,
09/30/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.0,ug/m3 LC,55,Port Huron,Ozone,0.048,ppm,44.0,Port Huron,Sulfur dioxide,3.4,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
10/01/2023,261470005,Port Huron,PM2.5 - Local Conditions,17.5,ug/m3 LC,67,Port Huron,Ozone,0.055,ppm,51.0,Port Huron,Sulfur dioxide,18.1,ppb,26.0,,,,,,,,,,,,,,,,,,,,,,
10/02/2023,261470005,Port Huron,PM2.5 - Local Conditions,15.1,ug/m3 LC,62,Port Huron,Ozone,0.05,ppm,46.0,Port Huron,Sulfur dioxide,1.7,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
10/03/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.5,ug/m3 LC,55,Port Huron,Ozone,0.054,ppm,50.0,Port Huron,Sulfur dioxide,6.4,ppb,9.0,,,,,,,,,,,,,,,,,,,,,,
10/04/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.3,ug/m3 LC,55,Port Huron,Ozone,0.056,ppm,54.0,Port Huron,Sulfur dioxide,10.5,ppb,14.0,,,,,,,,,,,,,,,,,,,,,,
10/05/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.9,ug/m3 LC,52,Port Huron,Ozone,0.036,ppm,33.0,Port Huron,Sulfur dioxide,0.9,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/06/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.2,ug/m3 LC,34,Port Huron,Ozone,0.032,ppm,30.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/07/2023,261470005,Port Huron,PM2.5 - Local Conditions,1.6,ug/m3 LC,9,Port Huron,Ozone,0.022,ppm,20.0,Port Huron,Sulfur dioxide,-0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/08/2023,261470005,Port Huron,PM2.5 - Local Conditions,1.8,ug/m3 LC,10,Port Huron,Ozone,0.031,ppm,29.0,Port Huron,Sulfur dioxide,-0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/09/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.7,ug/m3 LC,15,Port Huron,Ozone,0.034,ppm,31.0,Port Huron,Sulfur dioxide,-0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/10/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.9,ug/m3 LC,16,Port Huron,Ozone,0.023,ppm,21.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/11/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.4,ug/m3 LC,24,Port Huron,Ozone,0.021,ppm,19.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/12/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.9,ug/m3 LC,22,Port Huron,Ozone,0.025,ppm,23.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/13/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.1,ug/m3 LC,23,Port Huron,Ozone,0.02,ppm,19.0,Port Huron,Sulfur dioxide,23.8,ppb,33.0,,,,,,,,,,,,,,,,,,,,,,
10/14/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.5,ug/m3 LC,19,Port Huron,Ozone,0.027,ppm,25.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/15/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.5,ug/m3 LC,14,Port Huron,Ozone,0.028,ppm,26.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,261470005,Port Huron,PM2.5 - Local Conditions,11.2,ug/m3 LC,55,Port Huron,Ozone,0.024,ppm,22.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/17/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.1,ug/m3 LC,28,Port Huron,Ozone,0.027,ppm,25.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/18/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.1,ug/m3 LC,51,Port Huron,Ozone,0.033,ppm,31.0,Port Huron,Sulfur dioxide,3.6,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
10/19/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.9,ug/m3 LC,49,Port Huron,Ozone,0.028,ppm,26.0,Port Huron,Sulfur dioxide,10.4,ppb,14.0,,,,,,,,,,,,,,,,,,,,,,
10/20/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.6,ug/m3 LC,42,Port Huron,Ozone,0.021,ppm,19.0,Port Huron,Sulfur dioxide,0.2,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/21/2023,261470005,Port Huron,PM2.5 - Local Conditions,2.4,ug/m3 LC,13,Port Huron,Ozone,0.024,ppm,22.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/22/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.4,ug/m3 LC,24,Port Huron,Ozone,0.031,ppm,29.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/23/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.5,ug/m3 LC,36,Port Huron,Ozone,0.027,ppm,25.0,Port Huron,Sulfur dioxide,5.0,ppb,7.0,,,,,,,,,,,,,,,,,,,,,,
10/24/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.2,ug/m3 LC,53,Port Huron,Ozone,0.049,ppm,45.0,Port Huron,Sulfur dioxide,2.9,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
10/25/2023,261470005,Port Huron,PM2.5 - Local Conditions,13.0,ug/m3 LC,58,Port Huron,Ozone,0.027,ppm,25.0,Port Huron,Sulfur dioxide,0.9,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/26/2023,261470005,Port Huron,PM2.5 - Local Conditions,12.2,ug/m3 LC,57,Port Huron,Ozone,0.039,ppm,36.0,Port Huron,Sulfur dioxide,3.5,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
10/27/2023,261470005,Port Huron,PM2.5 - Local Conditions,9.1,ug/m3 LC,51,Port Huron,Ozone,0.038,ppm,35.0,Port Huron,Sulfur dioxide,0.3,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/28/2023,261470005,Port Huron,PM2.5 - Local Conditions,1.9,ug/m3 LC,11,Port Huron,Ozone,0.027,ppm,25.0,Port Huron,Sulfur dioxide,0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/29/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.9,ug/m3 LC,22,Port Huron,Ozone,0.027,ppm,25.0,Port Huron,Sulfur dioxide,2.9,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
10/30/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.0,ug/m3 LC,17,Port Huron,Ozone,0.032,ppm,30.0,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
10/31/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.7,ug/m3 LC,37,,,,,,Port Huron,Sulfur dioxide,3.2,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
11/01/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.3,ug/m3 LC,18,,,,,,Port Huron,Sulfur dioxide,0.0,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/02/2023,261470005,Port Huron,PM2.5 - Local Conditions,7.9,ug/m3 LC,44,,,,,,Port Huron,Sulfur dioxide,1.1,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
11/03/2023,261470005,Port Huron,PM2.5 - Local Conditions,8.4,ug/m3 LC,47,,,,,,Port Huron,Sulfur dioxide,1.1,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
11/04/2023,261470005,Port Huron,PM2.5 - Local Conditions,14.5,ug/m3 LC,61,,,,,,Port Huron,Sulfur dioxide,0.4,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/05/2023,261470005,Port Huron,PM2.5 - Local Conditions,19.2,ug/m3 LC,70,,,,,,Port Huron,Sulfur dioxide,0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/06/2023,261470005,Port Huron,PM2.5 - Local Conditions,19.6,ug/m3 LC,71,,,,,,Port Huron,Sulfur dioxide,2.9,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
11/07/2023,261470005,Port Huron,PM2.5 - Local Conditions,3.4,ug/m3 LC,19,,,,,,Port Huron,Sulfur dioxide,0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/08/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.0,ug/m3 LC,28,,,,,,Port Huron,Sulfur dioxide,37.7,ppb,52.0,,,,,,,,,,,,,,,,,,,,,,
11/09/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.8,ug/m3 LC,27,,,,,,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/10/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.2,ug/m3 LC,29,,,,,,Port Huron,Sulfur dioxide,0.5,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/11/2023,261470005,Port Huron,PM2.5 - Local Conditions,6.9,ug/m3 LC,38,,,,,,Port Huron,Sulfur dioxide,0.1,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/12/2023,261470005,Port Huron,PM2.5 - Local Conditions,12.7,ug/m3 LC,58,,,,,,Port Huron,Sulfur dioxide,3.6,ppb,4.0,,,,,,,,,,,,,,,,,,,,,,
11/13/2023,261470005,Port Huron,PM2.5 - Local Conditions,5.7,ug/m3 LC,32,,,,,,Port Huron,Sulfur dioxide,0.7,ppb,0.0,,,,,,,,,,,,,,,,,,,,,,
11/14/2023,261470005,Port Huron,PM2.5 - Local Conditions,4.7,ug/m3 LC,26,,,,,,Port Huron,Sulfur dioxide,14.7,ppb,20.0,,,,,,,,,,,,,,,,,,,,,,
11/15/2023,261470005,Port Huron,PM2.5 - Local Conditions,10.6,ug/m3 LC,54,,,,,,Port Huron,Sulfur dioxide,1.4,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
