Date,Site ID,Local Site Name,AQS Parameter Description,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name_ozone,AQS Parameter Description_ozone,Daily Max 8-hour Ozone Concentration,Units_ozone,Daily AQI Value_ozone,Local Site Name_so2,AQS Parameter Description_so2,Daily Max 1-hour SO2 Concentration,Units_so2,Daily AQI Value_so2,Local Site Name_no2,AQS Parameter Description_no2,Daily Max 1-hour NO2 Concentration,Units_no2,Daily AQI Value_no2,Local Site Name_co,Site Latitude,Site Longitude,AQS Parameter Description_co,Daily Max 8-hour CO Concentration,Units_co,Daily AQI Value_co,Local Site Name_pm10,AQS Parameter Description_pm10,Daily Mean PM10 Concentration,Units_pm10,Daily AQI Value_pm10,Local Site Name_pb,AQS Parameter Description_pb,Daily Mean Pb Concentration,Units_pb,Daily AQI Value_pb
02/25/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.5,ug/m3 LC,55,,,,,,Military Park (GHIB),Sulfur dioxide,1.3,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),11.7,ppb,10.0,,,,,,,,,,,,,,,,,
02/26/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,15.2,ug/m3 LC,62,,,,,,Military Park (GHIB),Sulfur dioxide,2.3,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),49.0,ppb,46.0,,,,,,,,,,,,,,,,,
02/27/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.1,ug/m3 LC,55,,,,,,Military Park (GHIB),Sulfur dioxide,1.0,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),48.4,ppb,45.0,,,,,,,,,,,,,,,,,
02/28/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,10.0,ug/m3 LC,53,,,,,,Military Park (GHIB),Sulfur dioxide,1.2,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),30.4,ppb,28.0,,,,,,,,,,,,,,,,,
03/01/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,17.1,ug/m3 LC,66,,,,,,Military Park (GHIB),Sulfur dioxide,13.7,ppb,19.0,Military Park (GHIB),Nitrogen dioxide (NO2),42.6,ppb,40.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.006,ug/m3 LC,.
03/02/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,23.1,ug/m3 LC,77,,,,,,Military Park (GHIB),Sulfur dioxide,1.1,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),41.6,ppb,39.0,,,,,,,,,,,,,,,,,
03/03/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.2,ug/m3 LC,55,,,,,,Military Park (GHIB),Sulfur dioxide,0.8,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),18.8,ppb,17.0,,,,,,,,,,,,,,,,,
03/04/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.0,ug/m3 LC,55,,,,,,Military Park (GHIB),Sulfur dioxide,1.4,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),21.1,ppb,20.0,,,,,,,,,,,,,,,,,
03/05/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,18.5,ug/m3 LC,69,,,,,,Military Park (GHIB),Sulfur dioxide,1.1,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),29.1,ppb,27.0,,,,,,,,,,,,,,,,,
03/06/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,13.9,ug/m3 LC,60,,,,,,Military Park (GHIB),Sulfur dioxide,0.8,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),19.9,ppb,18.0,,,,,,,,,,,,,,,,,
03/07/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,6.1,ug/m3 LC,34,,,,,,Military Park (GHIB),Sulfur dioxide,1.8,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),32.7,ppb,30.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.123,ug/m3 LC,.
03/08/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,6.2,ug/m3 LC,34,,,,,,Military Park (GHIB),Sulfur dioxide,1.3,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),36.0,ppb,34.0,,,,,,,,,,,,,,,,,
03/09/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,6.2,ug/m3 LC,34,,,,,,Military Park (GHIB),Sulfur dioxide,5.3,ppb,7.0,Military Park (GHIB),Nitrogen dioxide (NO2),31.2,ppb,29.0,,,,,,,,,,,,,,,,,
03/10/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,10.8,ug/m3 LC,54,,,,,,Military Park (GHIB),Sulfur dioxide,1.0,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),14.2,ppb,13.0,,,,,,,,,,,,,,,,,
03/11/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,6.4,ug/m3 LC,36,,,,,,Military Park (GHIB),Sulfur dioxide,1.1,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),9.6,ppb,8.0,,,,,,,,,,,,,,,,,
03/12/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,9.9,ug/m3 LC,52,,,,,,Military Park (GHIB),Sulfur dioxide,1.9,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),13.6,ppb,12.0,,,,,,,,,,,,,,,,,
03/13/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,13.6,ug/m3 LC,59,,,,,,Military Park (GHIB),Sulfur dioxide,0.9,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),33.0,ppb,31.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.002,ug/m3 LC,.
03/14/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,6.4,ug/m3 LC,36,,,,,,Military Park (GHIB),Sulfur dioxide,0.9,ppb,0.0,Military Park (GHIB),Nitrogen dioxide (NO2),29.1,ppb,27.0,,,,,,,,,,,,,,,,,
03/15/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.7,ug/m3 LC,56,,,,,,Military Park (GHIB),Sulfur dioxide,18.5,ppb,26.0,Military Park (GHIB),Nitrogen dioxide (NO2),47.3,ppb,44.0,,,,,,,,,,,,,,,,,
03/16/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,15.3,ug/m3 LC,63,,,,,,Military Park (GHIB),Sulfur dioxide,23.0,ppb,33.0,Military Park (GHIB),Nitrogen dioxide (NO2),41.1,ppb,39.0,,,,,,,,,,,,,,,,,
03/17/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,9.6,ug/m3 LC,52,,,,,,Military Park (GHIB),Sulfur dioxide,2.6,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),25.8,ppb,24.0,,,,,,,,,,,,,,,,,
03/18/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,6.1,ug/m3 LC,34,,,,,,Military Park (GHIB),Sulfur dioxide,2.2,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),7.0,ppb,7.0,,,,,,,,,,,,,,,,,
03/19/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,5.8,ug/m3 LC,32,,,,,,Military Park (GHIB),Sulfur dioxide,2.3,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),11.5,ppb,10.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.003,ug/m3 LC,.
03/20/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,12.3,ug/m3 LC,57,,,,,,Military Park (GHIB),Sulfur dioxide,1.9,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),26.3,ppb,25.0,,,,,,,,,,,,,,,,,
03/21/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,18.6,ug/m3 LC,69,,,,,,Military Park (GHIB),Sulfur dioxide,17.1,ppb,24.0,Military Park (GHIB),Nitrogen dioxide (NO2),39.4,ppb,37.0,,,,,,,,,,,,,,,,,
03/22/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,24.2,ug/m3 LC,79,,,,,,Military Park (GHIB),Sulfur dioxide,6.4,ppb,9.0,Military Park (GHIB),Nitrogen dioxide (NO2),32.7,ppb,30.0,,,,,,,,,,,,,,,,,
03/23/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,22.9,ug/m3 LC,77,,,,,,Military Park (GHIB),Sulfur dioxide,1.1,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),30.1,ppb,28.0,,,,,,,,,,,,,,,,,
03/24/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,7.3,ug/m3 LC,41,,,,,,Military Park (GHIB),Sulfur dioxide,7.5,ppb,10.0,Military Park (GHIB),Nitrogen dioxide (NO2),17.4,ppb,16.0,,,,,,,,,,,,,,,,,
03/25/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,5.9,ug/m3 LC,33,,,,,,Military Park (GHIB),Sulfur dioxide,1.2,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),13.2,ppb,12.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.008,ug/m3 LC,.
03/26/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,10.0,ug/m3 LC,53,,,,,,Military Park (GHIB),Sulfur dioxide,4.0,ppb,6.0,Military Park (GHIB),Nitrogen dioxide (NO2),26.3,ppb,25.0,,,,,,,,,,,,,,,,,
03/27/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,12.4,ug/m3 LC,57,,,,,,Military Park (GHIB),Sulfur dioxide,1.0,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),41.9,ppb,39.0,,,,,,,,,,,,,,,,,
03/28/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,15.3,ug/m3 LC,63,,,,,,Military Park (GHIB),Sulfur dioxide,11.8,ppb,16.0,Military Park (GHIB),Nitrogen dioxide (NO2),45.7,ppb,42.0,,,,,,,,,,,,,,,,,
03/29/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,14.4,ug/m3 LC,61,,,,,,Military Park (GHIB),Sulfur dioxide,2.6,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),38.0,ppb,36.0,,,,,,,,,,,,,,,,,
06/22/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,13.1,ug/m3 LC,58,,,,,,Military Park (GHIB),Sulfur dioxide,1.7,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),26.5,ppb,25.0,,,,,,,,,,,,,,,,,
06/23/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,3.2,ug/m3 LC,18,,,,,,Military Park (GHIB),Sulfur dioxide,1.3,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),16.4,ppb,15.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.004,ug/m3 LC,.
06/24/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,5.9,ug/m3 LC,33,,,,,,Military Park (GHIB),Sulfur dioxide,1.9,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),21.6,ppb,20.0,,,,,,,,,,,,,,,,,
06/25/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,10.1,ug/m3 LC,53,,,,,,Military Park (GHIB),Sulfur dioxide,2.4,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),21.7,ppb,20.0,,,,,,,,,,,,,,,,,
06/26/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,8.8,ug/m3 LC,49,,,,,,Military Park (GHIB),Sulfur dioxide,1.4,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),17.9,ppb,16.0,,,,,,,,,,,,,,,,,
06/27/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,88.2,ug/m3 LC,174,,,,,,Military Park (GHIB),Sulfur dioxide,1.3,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),21.4,ppb,20.0,,,,,,,,,,,,,,,,,
06/28/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,134.0,ug/m3 LC,209,,,,,,Military Park (GHIB),Sulfur dioxide,5.3,ppb,7.0,Military Park (GHIB),Nitrogen dioxide (NO2),29.2,ppb,27.0,,,,,,,,,,,,,,,,,
06/29/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,100.0,ug/m3 LC,182,,,,,,Military Park (GHIB),Sulfur dioxide,2.0,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),26.2,ppb,25.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.009,ug/m3 LC,.
06/30/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,32.8,ug/m3 LC,95,,,,,,Military Park (GHIB),Sulfur dioxide,4.3,ppb,6.0,Military Park (GHIB),Nitrogen dioxide (NO2),27.7,ppb,25.0,,,,,,,,,,,,,,,,,
07/01/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,16.0,ug/m3 LC,64,,,,,,Military Park (GHIB),Sulfur dioxide,4.2,ppb,6.0,Military Park (GHIB),Nitrogen dioxide (NO2),19.6,ppb,18.0,,,,,,,,,,,,,,,,,
07/02/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,5.8,ug/m3 LC,32,,,,,,Military Park (GHIB),Sulfur dioxide,1.4,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),19.3,ppb,18.0,,,,,,,,,,,,,,,,,
07/03/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,8.9,ug/m3 LC,49,,,,,,Military Park (GHIB),Sulfur dioxide,1.4,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),45.6,ppb,42.0,,,,,,,,,,,,,,,,,
07/04/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,16.3,ug/m3 LC,64,,,,,,Military Park (GHIB),Sulfur dioxide,9.3,ppb,13.0,Military Park (GHIB),Nitrogen dioxide (NO2),35.9,ppb,33.0,,,,,,,,,,,,,,,,,
07/05/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,14.3,ug/m3 LC,61,,,,,,Military Park (GHIB),Sulfur dioxide,2.7,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),25.0,ppb,24.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.007,ug/m3 LC,.
07/06/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,9.8,ug/m3 LC,52,,,,,,Military Park (GHIB),Sulfur dioxide,1.4,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),25.6,ppb,24.0,,,,,,,,,,,,,,,,,
07/07/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,9.1,ug/m3 LC,51,,,,,,Military Park (GHIB),Sulfur dioxide,1.9,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),12.1,ppb,11.0,,,,,,,,,,,,,,,,,
07/08/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,8.0,ug/m3 LC,44,,,,,,Military Park (GHIB),Sulfur dioxide,2.6,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),14.3,ppb,13.0,,,,,,,,,,,,,,,,,
07/09/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,7.1,ug/m3 LC,39,,,,,,Military Park (GHIB),Sulfur dioxide,1.4,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),19.5,ppb,18.0,,,,,,,,,,,,,,,,,
07/10/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,12.1,ug/m3 LC,57,,,,,,Military Park (GHIB),Sulfur dioxide,5.0,ppb,7.0,Military Park (GHIB),Nitrogen dioxide (NO2),25.6,ppb,24.0,,,,,,,,,,,,,,,,,
07/11/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.2,ug/m3 LC,55,,,,,,Military Park (GHIB),Sulfur dioxide,1.8,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),27.2,ppb,25.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.006,ug/m3 LC,.
07/12/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,6.5,ug/m3 LC,36,,,,,,Military Park (GHIB),Sulfur dioxide,2.0,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),16.2,ppb,15.0,,,,,,,,,,,,,,,,,
07/13/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,6.4,ug/m3 LC,36,,,,,,Military Park (GHIB),Sulfur dioxide,6.1,ppb,9.0,Military Park (GHIB),Nitrogen dioxide (NO2),22.7,ppb,21.0,,,,,,,,,,,,,,,,,
07/14/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,8.3,ug/m3 LC,46,,,,,,Military Park (GHIB),Sulfur dioxide,2.9,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
07/15/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,6.9,ug/m3 LC,38,,,,,,Military Park (GHIB),Sulfur dioxide,1.5,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),21.5,ppb,20.0,,,,,,,,,,,,,,,,,
07/16/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,26.4,ug/m3 LC,83,,,,,,Military Park (GHIB),Sulfur dioxide,2.9,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),20.7,ppb,19.0,,,,,,,,,,,,,,,,,
07/17/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,25.8,ug/m3 LC,82,,,,,,Military Park (GHIB),Sulfur dioxide,2.4,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),27.2,ppb,25.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.006,ug/m3 LC,.
07/18/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,6.9,ug/m3 LC,38,,,,,,Military Park (GHIB),Sulfur dioxide,4.1,ppb,6.0,Military Park (GHIB),Nitrogen dioxide (NO2),23.1,ppb,22.0,,,,,,,,,,,,,,,,,
07/19/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,9.0,ug/m3 LC,50,,,,,,Military Park (GHIB),Sulfur dioxide,8.8,ppb,11.0,Military Park (GHIB),Nitrogen dioxide (NO2),26.8,ppb,25.0,,,,,,,,,,,,,,,,,
07/20/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.7,ug/m3 LC,56,,,,,,Military Park (GHIB),Sulfur dioxide,2.1,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),30.4,ppb,28.0,,,,,,,,,,,,,,,,,
07/21/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,9.0,ug/m3 LC,50,,,,,,Military Park (GHIB),Sulfur dioxide,1.6,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),26.6,ppb,25.0,,,,,,,,,,,,,,,,,
07/22/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,13.7,ug/m3 LC,60,,,,,,Military Park (GHIB),Sulfur dioxide,1.7,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),24.4,ppb,23.0,,,,,,,,,,,,,,,,,
07/23/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,12.8,ug/m3 LC,58,,,,,,Military Park (GHIB),Sulfur dioxide,7.2,ppb,10.0,Military Park (GHIB),Nitrogen dioxide (NO2),27.6,ppb,25.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.005,ug/m3 LC,.
07/24/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,15.2,ug/m3 LC,62,,,,,,Military Park (GHIB),Sulfur dioxide,3.1,ppb,4.0,Military Park (GHIB),Nitrogen dioxide (NO2),34.5,ppb,32.0,,,,,,,,,,,,,,,,,
07/25/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,35.4,ug/m3 LC,100,,,,,,Military Park (GHIB),Sulfur dioxide,4.3,ppb,6.0,Military Park (GHIB),Nitrogen dioxide (NO2),32.9,ppb,30.0,,,,,,,,,,,,,,,,,
07/26/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,24.9,ug/m3 LC,80,,,,,,Military Park (GHIB),Sulfur dioxide,1.7,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),42.2,ppb,40.0,,,,,,,,,,,,,,,,,
07/27/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,10.8,ug/m3 LC,54,,,,,,Military Park (GHIB),Sulfur dioxide,1.6,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),20.1,ppb,19.0,,,,,,,,,,,,,,,,,
07/28/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.2,ug/m3 LC,55,,,,,,Military Park (GHIB),Sulfur dioxide,1.6,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),29.2,ppb,27.0,,,,,,,,,,,,,,,,,
07/29/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,5.3,ug/m3 LC,29,,,,,,Military Park (GHIB),Sulfur dioxide,1.6,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),17.9,ppb,16.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.007,ug/m3 LC,.
07/30/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,6.6,ug/m3 LC,37,,,,,,Military Park (GHIB),Sulfur dioxide,2.0,ppb,3.0,Military Park (GHIB),Nitrogen dioxide (NO2),23.3,ppb,22.0,,,,,,,,,,,,,,,,,
07/31/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,14.9,ug/m3 LC,62,,,,,,Military Park (GHIB),Sulfur dioxide,1.8,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),23.2,ppb,22.0,,,,,,,,,,,,,,,,,
08/01/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,14.3,ug/m3 LC,61,,,,,,Military Park (GHIB),Sulfur dioxide,4.7,ppb,6.0,Military Park (GHIB),Nitrogen dioxide (NO2),24.7,ppb,23.0,,,,,,,,,,,,,,,,,
08/02/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,14.5,ug/m3 LC,61,,,,,,Military Park (GHIB),Sulfur dioxide,4.6,ppb,6.0,Military Park (GHIB),Nitrogen dioxide (NO2),31.2,ppb,29.0,,,,,,,,,,,,,,,,,
08/03/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,21.2,ug/m3 LC,74,,,,,,Military Park (GHIB),Sulfur dioxide,3.0,ppb,4.0,Military Park (GHIB),Nitrogen dioxide (NO2),31.9,ppb,29.0,,,,,,,,,,,,,,,,,
08/04/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,19.1,ug/m3 LC,70,,,,,,Military Park (GHIB),Sulfur dioxide,1.7,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),17.5,ppb,16.0,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.007,ug/m3 LC,.
08/05/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,21.7,ug/m3 LC,74,,,,,,Military Park (GHIB),Sulfur dioxide,3.0,ppb,4.0,Military Park (GHIB),Nitrogen dioxide (NO2),7.9,ppb,7.0,,,,,,,,,,,,,,,,,
08/06/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,13.0,ug/m3 LC,58,,,,,,Military Park (GHIB),Sulfur dioxide,1.8,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),12.1,ppb,11.0,,,,,,,,,,,,,,,,,
08/07/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,4.9,ug/m3 LC,27,,,,,,Military Park (GHIB),Sulfur dioxide,1.6,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),16.3,ppb,15.0,,,,,,,,,,,,,,,,,
08/08/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,10.4,ug/m3 LC,53,,,,,,Military Park (GHIB),Sulfur dioxide,1.7,ppb,1.0,Military Park (GHIB),Nitrogen dioxide (NO2),15.1,ppb,14.0,,,,,,,,,,,,,,,,,
08/09/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,17.1,ug/m3 LC,66,,,,,,Military Park (GHIB),Sulfur dioxide,1.7,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
08/10/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,17.0,ug/m3 LC,66,,,,,,Military Park (GHIB),Sulfur dioxide,1.7,ppb,1.0,,,,,,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.006,ug/m3 LC,.
08/11/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,9.4,ug/m3 LC,52,,,,,,Military Park (GHIB),Sulfur dioxide,2.0,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
08/12/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,6.3,ug/m3 LC,35,,,,,,Military Park (GHIB),Sulfur dioxide,2.6,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
08/13/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,5.9,ug/m3 LC,33,,,,,,Military Park (GHIB),Sulfur dioxide,1.7,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
08/14/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,4.1,ug/m3 LC,23,,,,,,Military Park (GHIB),Sulfur dioxide,1.7,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
08/15/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,9.3,ug/m3 LC,51,,,,,,Military Park (GHIB),Sulfur dioxide,1.7,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
08/16/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,15.6,ug/m3 LC,63,,,,,,Military Park (GHIB),Sulfur dioxide,4.9,ppb,6.0,,,,,,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.005,ug/m3 LC,.
08/17/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,11.3,ug/m3 LC,55,,,,,,Military Park (GHIB),Sulfur dioxide,4.1,ppb,6.0,,,,,,,,,,,,,,,,,,,,,,
08/18/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,13.8,ug/m3 LC,60,,,,,,Military Park (GHIB),Sulfur dioxide,1.8,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
08/19/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,22.6,ug/m3 LC,76,,,,,,Military Park (GHIB),Sulfur dioxide,10.6,ppb,14.0,,,,,,,,,,,,,,,,,,,,,,
08/20/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,19.2,ug/m3 LC,70,,,,,,Military Park (GHIB),Sulfur dioxide,4.0,ppb,6.0,,,,,,,,,,,,,,,,,,,,,,
08/21/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,17.0,ug/m3 LC,66,,,,,,Military Park (GHIB),Sulfur dioxide,1.8,ppb,1.0,,,,,,,,,,,,,,,,,,,,,,
08/22/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,5.9,ug/m3 LC,33,,,,,,Military Park (GHIB),Sulfur dioxide,1.8,ppb,1.0,,,,,,,,,,,,,,,,,,Military Park (GHIB),Lead (TSP) LC,0.007,ug/m3 LC,.
08/23/2023,261630100,Military Park (GHIB),PM2.5 - Local Conditions,8.4,ug/m3 LC,47,,,,,,Military Park (GHIB),Sulfur dioxide,2.1,ppb,3.0,,,,,,,,,,,,,,,,,,,,,,
